"location_id","location_name","parent_id","level","authority","facility_level","medical_bureaus","operational_status","ownership","private_facilities","public_facilities","reporting_status","path_to_top_parent","region_name","district_name","DLG_name","subcounty_name","latitude","longitude","geom_enhanced","facility_level_2","facility_type"
"adoijg0nE4u","Magale (UCMB) Health Centre IV","tTpyWAITi30",6,"UCMB","HC IV","UCMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,Dt6qdenPX1E,TGzZPOmbgn8,w6cP0Pysbek,tTpyWAITi30,adoijg0nE4u","Bugisu","Namisindwa District","Namisindwa DLG","Magale Town Council",0.871595,34.366388,NA,"clinic","private"
"adrhWWGz3jT","Nakwakwa Health Centre II","FsrPvHIMo4j",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,jdlbNUwJiKX,aPZzL4CyBTg,yIxmDWdovAl,FsrPvHIMo4j,adrhWWGz3jT","Karamoja","Kotido District","Kotido DLG","Rengen Subcounty",3.066462,33.981325,NA,"clinic","gov_HC"
"adwWHZXOk8h","Sena Medical Clinic","oweSpFBNbmi",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,oweSpFBNbmi,adwWHZXOk8h","Kampala","Kampala District","Kampala City Council","Lubaga Division",0.287684,32.552042,NA,"clinic","private"
"ae19RGdM9V8","Kitojo (Rwamucucu) Health Centre II","anYY2nbOTA5",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,G0rlphd2tcD,fsP0Wxie1UW,a2GhEK9QcrF,anYY2nbOTA5,ae19RGdM9V8","Kigezi","Rukiga District","Rukiga DLG","Rwamucucu Subcounty",-1.136794,30.049564,NA,"clinic","gov_HC"
"ae5vXlawbYh","Mulanda Health Centre IV","L9Tu7DLXDWf",6,"Local Government","HC IV",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,AsqOLnI3J1N,L9Tu7DLXDWf,ae5vXlawbYh","Bukedi","Tororo District","Tororo DLG","Mulanda Subcounty",0.692354,34.015894,NA,"clinic","gov_HC"
"ae9utp4C2Je","St. Rosemary Clinic","kKEBeO1LL7S",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,kKEBeO1LL7S,ae9utp4C2Je","Kampala","Kampala District","Kampala City Council","Nakawa Division",0.3482451,32.6661193,1,"clinic","private"
"aeABk58kBXG","Bunga Maternity Clinic","FbuhMjEaMXt",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,FbuhMjEaMXt,aeABk58kBXG","Kampala","Kampala District","Kampala City Council","Makindye Division",0.266181,32.626598,NA,"clinic","private"
"aeSag6SBi5P","Kirambi Health Centre II","aXyuXVfPhwz",6,"Private Authority","HC II",NA,"Non-Functional","PNFP","PNFP",NA,"Non-Reporting","akV6429SUqu,F1o6qBSx783,FLygHiUd2UW,agp7ptYqvxM,aXyuXVfPhwz,aeSag6SBi5P","Ankole","Mitooma District","Mitooma DLG","Mitooma Subcounty",-0.654724,30.031954,NA,"clinic","private"
"aeWNPmn3Zrf","Mugoye Health Centre III","GXpcZGzzZld",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,IEU0FjDAhBP,JrHILmtK0OU,hkw7cymppi6,GXpcZGzzZld,aeWNPmn3Zrf","South Buganda","Kalangala District","Kalangala DLG","Mugoye Subcounty",-0.284791,32.142866,NA,"clinic","gov_HC"
"aeZGyZJvaEG","Namutumba Health Centre III","mxXMXq6WhXr",6,"UPMB","HC III","UPMB","Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Wd1lV9Qdj4o,esIUe2tQAtL,gnqYd8Ql7Fj,mxXMXq6WhXr,aeZGyZJvaEG","Busoga","Namutumba District","Namutumba DLG","Namutumba Town Council",0.836006,33.687812,NA,"clinic","gov_HC"
"aekCLvuNCrj","Mwizi Health Centre III","cFSF0sEfwOC",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,F1o6qBSx783,tsugXWRXwGu,ypZGq4Z8npc,cFSF0sEfwOC,aekCLvuNCrj","Ankole","Rwampara District","Rwampara DLG","Mwizi-Kabura Town Council",-0.770013,30.601595,NA,"clinic","gov_HC"
"aepoL4X75VF","Garden Clinic (Soroti)","JSur8nCSsQh",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,r0GhWtmPHDj,iRUvO30ij3h,cbR6Gv42342,JSur8nCSsQh,aepoL4X75VF","Teso","Soroti City","Soroti City Council","Soroti East Division",1.7141006,33.6163093,1,"clinic","private"
"aerTdJxlEQh","Kyamuhunga Health Centre III","XKmky62jOBX",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,F1o6qBSx783,It5UGwdHAPF,KT6NmmrjYn8,XKmky62jOBX,aerTdJxlEQh","Ankole","Bushenyi District","Bushenyi DLG","Kyamuhunga Town Council",-0.453939,30.115952,NA,"clinic","gov_HC"
"aerv5mQOjdW","Noah's Medical Clinic","nLCKvxD90Ek",6,"Private Authority","Clinic",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,BD3XaQ7cQAp,uqUyTPvQKII,i7wBbMiYlq4,nLCKvxD90Ek,aerv5mQOjdW","West Nile","Pakwach District","Pakwach DLG","Pakwach Town Council",2.462068,31.497635,NA,"clinic","private"
"aes9vvQi4Df","Agulurude Health Centre III","Lg96gQU7KFN",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,Lg96gQU7KFN,aes9vvQi4Df","Lango","Oyam District","Oyam DLG","Loro Subcounty",2.291358,32.609855,NA,"clinic","gov_HC"
"aeuGMylOmSs","Rwengiri Health Centre III","JlGpcng9BFf",6,"UCMB","HC III","UCMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,G0rlphd2tcD,tugqr4dY6wq,sfRQ45Yk0K7,JlGpcng9BFf,aeuGMylOmSs","Kigezi","Rukungiri District","Rukungiri DLG","Bugangari Subcounty",-0.667064,29.878159,NA,"clinic","private"
"af5069aqkdm","St. Jonans Medical Clinic","FbuhMjEaMXt",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,FbuhMjEaMXt,af5069aqkdm","Kampala","Kampala District","Kampala City Council","Makindye Division",0.290375,32.592486,NA,"clinic","private"
"af64XPHH1TF","Family Drug Shop","CfctafkWEHW",6,"Private Authority","Drug Shop",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,IEU0FjDAhBP,YMMexeHFUay,cloKnT9R95J,CfctafkWEHW,af64XPHH1TF","South Buganda","Mpigi District","Mpigi DLG","Kayabwe Town Council",0.0009881,32.0397065,1,"drugshop","drugshop"
"afGTmR6EesS","Gulu Police Health Centre III","LllQ7wFfkGG",6,"UPF","HC III",NA,"Functional","GOV",NA,"UPF","Reporting","akV6429SUqu,SUvODYOcaVf,szlrGpmFlu9,AaEdnyGpKsv,LllQ7wFfkGG,afGTmR6EesS","Acholi","Gulu City","Gulu City Council","Laroo Pece Division",2.771163,32.302495,NA,"clinic","gov_HC"
"afJ1tepzpak","Mwenge Clinic","WjtyvvauxbS",6,"UCBHCA","HC III",NA,"Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,JZhJ50nOirX,O9MoQcpZ4uA,kF9DuEul26l,WjtyvvauxbS,afJ1tepzpak","Tooro","Kyenjojo District","Kyenjojo DLG","Kyarusozi Town Council",0.77674,30.538936,NA,"clinic","private"
"afJ9NgYTYDa","Ogonyo Health Centre III","CyUUpNIQ98L",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,SUvODYOcaVf,aBrjuZk0W31,GGCkDuPXAJm,CyUUpNIQ98L,afJ9NgYTYDa","Acholi","Pader District","Pader DLG","Puranga Subcounty",2.600388,33.013026,NA,"clinic","gov_HC"
"afXyEtZ1a82","Dekar Clinic","q0BqaYeLsKz",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,Dt6qdenPX1E,ALFFOStwtqW,lOfGDoZ5u9Y,q0BqaYeLsKz,afXyEtZ1a82","Bugisu","Mbale City","Mbale City Council","Industrial Division",1.073483,34.176685,NA,"clinic","private"
"afiNdCBSzsC","Zambia Health Centre III","HtZQp7J8zCH",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,HtZQp7J8zCH,afiNdCBSzsC","Lango","Oyam District","Oyam DLG","Kamdini Subcounty",2.322368,32.286052,NA,"clinic","gov_HC"
"afqb57VEJp3","Bukinda Health Centre III","Wm03jpHnt0N",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,G0rlphd2tcD,fsP0Wxie1UW,a2GhEK9QcrF,Wm03jpHnt0N,afqb57VEJp3","Kigezi","Rukiga District","Rukiga DLG","Muhanga Town Council",-1.202083,30.128365,NA,"clinic","gov_HC"
"aftkbrmt8wi","Family Clinic Lusazze","oweSpFBNbmi",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,oweSpFBNbmi,aftkbrmt8wi","Kampala","Kampala District","Kampala City Council","Lubaga Division",0.325488,32.546924,NA,"clinic","private"
"afvG6pq13B1","Namugongo Fund for Special Children Clinic","l0LizWT16CQ",6,"Private Authority","Clinic",NA,"Non-Functional","PNFP","PNFP",NA,"Non-Reporting","akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,a82aPQm9ahJ,l0LizWT16CQ,afvG6pq13B1","South Buganda","Wakiso District","Kira Municipality","Kira Division",0.383088,32.642703,NA,"clinic","private"
"afwQY9JMGN4","Ntoroko Medical Health Centre III","tsLXZfmENJW",6,"Private Authority","HC III",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,JZhJ50nOirX,z8D9ER36EKN,KTsaszvGorD,tsLXZfmENJW,afwQY9JMGN4","Tooro","Ntoroko District","Ntoroko DLG","Karugutu Town Council",0.788126,30.225953,NA,"clinic","private"
"afzGq7RpOTl","Busamuzi Health Centre III","D3NU99wFJ8q",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dl9WvtvDs5V,aZLZPPjqft0,QQtcR6lPoRD,D3NU99wFJ8q,afzGq7RpOTl","North Buganda","Buvuma District","Buvuma DLG","Busamuzi Subcounty",0.262996,33.245179,NA,"clinic","gov_HC"
"ag4c3yS7T5g","Mayanja Memorial Hospital","to2QFL5yuAi",6,"Private Authority","General Hospital",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,F1o6qBSx783,W7kX446X8Jn,CbpAHqZrauR,to2QFL5yuAi,ag4c3yS7T5g","Ankole","Mbarara City","Mbarara City Council","Mbarara South Division",-0.590225,30.671585,NA,"hospital","private_hosp"
"ag6oANQZEh6","Bumumulo Health Centre III","kOu6Jeco0Gs",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dt6qdenPX1E,wJ2a6YKDFZW,VDARuLj3PM6,kOu6Jeco0Gs,ag6oANQZEh6","Bugisu","Sironko District","Sironko DLG","Zesui Subcounty",1.125252,34.376378,NA,"clinic","gov_HC"
"ag9PiRTvYjn","Pusere Health Centre II","DyMUZat98Gm",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,AsqOLnI3J1N,DyMUZat98Gm,ag9PiRTvYjn","Bukedi","Tororo District","Tororo DLG","Paya Subcounty",0.831596,33.974973,NA,"clinic","gov_HC"
"agJr4JxEd5N","Nyanga Health Centre III","wCiHoNAAXNp",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,F1o6qBSx783,hAoe9dhZh9V,yGCDaEiRCTT,wCiHoNAAXNp,agJr4JxEd5N","Ankole","Ntungamo District","Ntungamo DLG","Rubaare Subcounty",-0.977459,30.15346,NA,"clinic","gov_HC"
"agLJLYLJNK6","Mukongoro Health Centre III","MSTkwOjHg1Q",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,r0GhWtmPHDj,saT18HClZoz,QCWEAgZ4oFV,MSTkwOjHg1Q,agLJLYLJNK6","Teso","Kumi District","Kumi DLG","Mukongoro Town Council",1.323323,33.886471,NA,"clinic","gov_HC"
"agQsp6hFdZa","St. Mechtilda Kitaasa Health Centre III","ZIIpqinbXJS",6,"UCMB","HC III","UCMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,IEU0FjDAhBP,Ame30QOwuX6,LDgCc0TvQk9,ZIIpqinbXJS,agQsp6hFdZa","South Buganda","Bukomansimbi District","Bukomansimbi DLG","Bukomansimbi Town Council",-0.151093,31.603976,NA,"clinic","private"
"agZi79Er2GX","Bwiwula Health Centre II","VrN4YeR370f",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Wd1lV9Qdj4o,mv4gKtY0qW8,DUw7q3Gll6G,VrN4YeR370f,agZi79Er2GX","Busoga","Mayuge District","Mayuge DLG","Imanyiro Subcounty",0.43854,33.455983,NA,"clinic","gov_HC"
"agdLbxaa0Dz","St. Luke Health Centre II","q03uh0SJ0N9",6,"UPMB","HC II","UPMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J,tBL1F0kqlgU,q03uh0SJ0N9,agdLbxaa0Dz","Acholi","Omoro District","Omoro DLG","Koro Subcounty",2.696334,32.314734,NA,"clinic","private"
"agkmwQZJU9U","Narengepak Health Centre II","WfCOLLxAlQl",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,jdlbNUwJiKX,eOJUW6OGpc7,rbuzG7OEdG7,WfCOLLxAlQl,agkmwQZJU9U","Karamoja","Kaabong District","Kaabong DLG","Kathile Subcounty",3.67299,34.017623,NA,"clinic","gov_HC"
"aglptrIQjhX","St. Thereza Domicilliary Clinic","oweSpFBNbmi",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,oweSpFBNbmi,aglptrIQjhX","Kampala","Kampala District","Kampala City Council","Lubaga Division",0.290618,32.581991,NA,"clinic","private"
"agv8x8otfmZ","Nyabisirira Health Centre II","NtGgOWLkxh2",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,F1o6qBSx783,auswb7JO9wY,KJBHOnBfzTz,NtGgOWLkxh2,agv8x8otfmZ","Ankole","Mbarara District","Mbarara DLG","Nyabisirira Town Council",-0.335465,30.628093,NA,"clinic","gov_HC"
"agw4uqikZnP","Kasasa Health Centre III","a3Kzeo29ZKb",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,IEU0FjDAhBP,REJuxCmTwXG,xrMRirMjpsq,a3Kzeo29ZKb,agw4uqikZnP","South Buganda","Kyotera District","Kyotera DLG","Kasasa Subcounty",-0.725845,31.511605,NA,"clinic","gov_HC"
"agwwnQAXESM","T&R Clinic","seX0YUndHIx",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,jzNvCTo4a6g,seX0YUndHIx,agwwnQAXESM","South Buganda","Wakiso District","Wakiso DLG","Kajansi Town Council",0.1734667,32.5146439,1,"clinic","private"
"agyqaxyaM8E","Boro Health Centre II","Uf7qbLumqbn",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,BD3XaQ7cQAp,uqUyTPvQKII,i7wBbMiYlq4,Uf7qbLumqbn,agyqaxyaM8E","West Nile","Pakwach District","Pakwach DLG","Panyimur Subcounty",2.328472,31.363144,NA,"clinic","gov_HC"
"ah2PY0hhVkV","Amach Health Centre IV","pvPdL3uRD4F",6,"Local Government","HC IV",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,DWPnYhoqza0,Lj8t70RYnEt,Io5xPrdB1Bb,pvPdL3uRD4F,ah2PY0hhVkV","Lango","Lira District","Lira DLG","Amach Town Council",2.108795,33.006272,NA,"clinic","gov_HC"
"ah5kGxeB6Wk","Lutuula Health Centre II","ukbA7OKBWnA",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P,q7rZrDhZMDi,ukbA7OKBWnA,ah5kGxeB6Wk","North Buganda","Luwero District","Luwero DLG","Butuntumula Subcounty",0.925118,32.521705,NA,"clinic","gov_HC"
"ahEbGTTY508","Kikajjo Health Services & Lab Health Centre III","z9UtbSArut7",6,"Private Authority","HC III",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,jzNvCTo4a6g,z9UtbSArut7,ahEbGTTY508","South Buganda","Wakiso District","Wakiso DLG","Kyengera Town Council",0.262673,32.510234,NA,"clinic","private"
"ahHdIJyA7gA","Kacholo Health Centre III","NkDX1oU6cfn",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,jdlbNUwJiKX,Hmh5JQLls1d,L863gHmMA1O,NkDX1oU6cfn,ahHdIJyA7gA","Karamoja","Karenga District","Karenga DLG","Kawalakol Subcounty",3.763198,33.938611,NA,"clinic","gov_HC"
"ahIE2es9s39","Ngomoromo Health Centre II","q5gtDb5elfP",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD,IWvCvsABM8H,q5gtDb5elfP,ahIE2es9s39","Acholi","Lamwo District","Lamwo DLG","Lokung Subcounty",3.686463,32.589072,NA,"clinic","gov_HC"
"ahMLQAxngsJ","Katiko Health Centre II","HjoAahqy6Yw",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dl9WvtvDs5V,Q7PaNIbyZII,crQhxDcTg1i,HjoAahqy6Yw,ahMLQAxngsJ","North Buganda","Mityana District","Mityana Municipality","Busimbi Division",0.383327,31.968864,NA,"clinic","gov_HC"
"ahRE08IkzVd","Mapeera Health Centre II","aJedGfomkcr",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,QXhS8g7mb0G,aJedGfomkcr,ahRE08IkzVd","North Buganda","Kayunga District","Kayunga DLG","Busaana Subcounty",0.778284,32.990328,NA,"clinic","private"
"ahYrfYMxirO","Naama Health Centre III","HjoAahqy6Yw",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dl9WvtvDs5V,Q7PaNIbyZII,crQhxDcTg1i,HjoAahqy6Yw,ahYrfYMxirO","North Buganda","Mityana District","Mityana Municipality","Busimbi Division",0.414553,31.982147,NA,"clinic","gov_HC"
"ahbNLFWERyW","Allah Is Great Clinic","RQ4bTHOso6m",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,a82aPQm9ahJ,RQ4bTHOso6m,ahbNLFWERyW","South Buganda","Wakiso District","Kira Municipality","Bweyogerere Division",0.3353678,32.6673018,1,"clinic","private"
"ahkQO7FQKKK","Kashare Health Centre III","alAMOnr7I1C",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,F1o6qBSx783,auswb7JO9wY,KJBHOnBfzTz,alAMOnr7I1C,ahkQO7FQKKK","Ankole","Mbarara District","Mbarara DLG","Kashare Subcounty",-0.368756,30.626455,NA,"clinic","gov_HC"
"ahn03jwJwRI","Ibanda Hospital","vuUCvVvETWp",6,"UCMB","General Hospital","UCMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,F1o6qBSx783,r8WLxW9JwsS,XhflI2huclR,vuUCvVvETWp,ahn03jwJwRI","Ankole","Ibanda District","Ibanda Municipality","Kagongo Division",-0.13075,30.448713,NA,"hospital","private_hosp"
"ahrb1oS6ucq","Kotido General Hospital","aqZkIvn5DBl",6,"Local Government","General Hospital",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,jdlbNUwJiKX,aPZzL4CyBTg,mPhuMDpBfj2,aqZkIvn5DBl,ahrb1oS6ucq","Karamoja","Kotido District","Kotido Municipality","Central Division",3.014915,34.115907,NA,"hospital","gov_hosp"
"ahzk9fymop1","Kumi (Ongino) Hospital","vhBrLJBbs8t",6,"UPMB","General Hospital","UPMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,r0GhWtmPHDj,saT18HClZoz,QCWEAgZ4oFV,vhBrLJBbs8t,ahzk9fymop1","Teso","Kumi District","Kumi DLG","Ongino Subcounty",1.527735,33.975644,NA,"hospital","private_hosp"
"ai4gKqwJDeC","Biashara Health Centre II","psOsA1V6rNt",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq,YodlPkmRp9b,psOsA1V6rNt,ai4gKqwJDeC","Lango","Apac District","Apac Municipality","Akere Division",1.982577,32.52936,NA,"clinic","gov_HC"
"ai5Sfj3nu9K","Katunguru Health Centre III","r1CT8PzuM0D",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,JZhJ50nOirX,aa8xVDzSpte,OUSQgDF51lM,r1CT8PzuM0D,ai5Sfj3nu9K","Tooro","Kasese District","Kasese DLG","Lakekatwe Subcounty",-0.123701,30.047336,NA,"clinic","gov_HC"
"aifkaPWfQez","Kyamwasha Health Centre III","a7R6lzPJHUN",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,F1o6qBSx783,hAoe9dhZh9V,yGCDaEiRCTT,a7R6lzPJHUN,aifkaPWfQez","Ankole","Ntungamo District","Ntungamo DLG","Rukoni East Subcounty",-0.923874,30.504115,NA,"clinic","gov_HC"
"aileSfY6owN","Pijoke Health Centre III","rpArRJJW06x",6,"UNHCR","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,BD3XaQ7cQAp,iqsaGItA68C,sKfe6xteq9G,rpArRJJW06x,aileSfY6owN","West Nile","Koboko District","Koboko DLG","Lobule Subcounty",3.388296,31.091248,NA,"clinic","gov_HC"
"aiwF1KdwdWZ","Nyamayalwo Clinic HC II","LYuMx5oPsR5",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,LYuMx5oPsR5,aiwF1KdwdWZ","Kampala","Kampala District","Kampala City Council","Kawempe Division",0.3559742,32.5676272,1,"clinic","private"
"aiyix4P4FmA","Namuganga Health Centre III","y8ZoiFCNV8W",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dl9WvtvDs5V,a0DfYpC2Rwl,I1H4rfDIIpX,y8ZoiFCNV8W,aiyix4P4FmA","North Buganda","Mukono District","Mukono DLG","Seetanamuganga Subcounty",0.721657,32.783698,NA,"clinic","gov_HC"
"ajC9LOThoYj","Katonya Health Centre II","gSrojZccMJ7",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,G0rlphd2tcD,tugqr4dY6wq,sfRQ45Yk0K7,gSrojZccMJ7,ajC9LOThoYj","Kigezi","Rukungiri District","Rukungiri DLG","Nyakishenyi Subcounty",-0.983924,29.888131,NA,"clinic","gov_HC"
"ajFglpQB0DX","Kanyanda Health Centre II","R8mMDsfgcsd",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P,q7rZrDhZMDi,R8mMDsfgcsd,ajFglpQB0DX","North Buganda","Luwero District","Luwero DLG","Makulubita Subcounty",0.595711,32.37836,NA,"clinic","gov_HC"
"ajRh92ixvsF","Luzinga Flep Health Centre II","uO3WnJBCEq5",6,"UPMB","HC II","UPMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,Wd1lV9Qdj4o,oyygQ2STBST,AlZbJReKgWa,uO3WnJBCEq5,ajRh92ixvsF","Busoga","Kamuli District","Kamuli DLG","Wankole Subcounty",0.717482,33.213984,NA,"clinic","private"
"ajaZHwTza6B","Kabigi Muslim Health Centre III","WfABF9GAZx6",6,"UMMB","HC III","UMMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,IEU0FjDAhBP,Ame30QOwuX6,LDgCc0TvQk9,WfABF9GAZx6,ajaZHwTza6B","South Buganda","Bukomansimbi District","Bukomansimbi DLG","Butenga Town Council",-0.164505,31.668474,NA,"clinic","private"
"ajcmYoJ4qIl","Nyangorongo Health Centre II","VBrVhVxTU7W",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,JZhJ50nOirX,aa8xVDzSpte,OUSQgDF51lM,VBrVhVxTU7W,ajcmYoJ4qIl","Tooro","Kasese District","Kasese DLG","Maliba Subcounty",0.365293,30.118326,NA,"clinic","gov_HC"
"ajeYuefpnCF","Rugaaga Health Care","hNN2wZnydEg",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,F1o6qBSx783,UaR7OHycj8c,MA7wxJY7qnn,hNN2wZnydEg,ajeYuefpnCF","Ankole","Isingiro District","Isingiro DLG","Rugaaga Subcounty",-0.829788,31.023537,NA,"clinic","private"
"ajeoW3M1Tvm","Ongalo Health Centre II","qUDCFxUq4uw",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp,it2iwePQWDT,qUDCFxUq4uw,ajeoW3M1Tvm","Acholi","Agago District","Agago DLG","Lapono Subcounty",2.987945,33.434993,NA,"clinic","gov_HC"
"ajiOvkBSZBh","Mateete Health Centre III","resyoKSgFWP",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,IEU0FjDAhBP,j7AQsnEYmvi,NEm2DhjbKUf,resyoKSgFWP,ajiOvkBSZBh","South Buganda","Sembabule District","Sembabule DLG","Mateete Town Council",-0.244635,31.481217,NA,"clinic","gov_HC"
"ajogQebjO0O","Mabale Tea Factory Health Centre II","aZwX9DfOUK2",6,"UCBHCA","HC II",NA,"Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,JZhJ50nOirX,O9MoQcpZ4uA,kF9DuEul26l,aZwX9DfOUK2,ajogQebjO0O","Tooro","Kyenjojo District","Kyenjojo DLG","Bugaaki Subcounty",0.715518,30.461129,NA,"clinic","private"
